clean_description,true_id,true_country,predicted_id,predicted_country,confidence,true_class_probability,correct
soft slightly oxidize and generic pleasantly quaffable mark the finish some rather bitter toast,35,US,1,Australia,0.73381513,0.25540793,False
fresh jammy raspberry and currant aroma simple but attractive this offer chunky full mouthfeel along with lightly herbal berry loam and modest spice flavor the finish good but standard feel length and complexity,32,Spain,6,Chile,0.73380446,0.18829,False
fragrant aromatic grassy aroma give way fresh crisp green fruit and gooseberry flavor finish lively and vibrant,18,Italy,6,Chile,0.7337754,0.033498354,False
lively wine layer wild strawberry and vanilla flavor with light spritz and sweetshop candy the acidity crisp apple skin fresh,11,France,35,US,0.732983,0.00010215256,False
lightly sparkle wine this refreshing and softly sweet with note honey and delicate acidity because low alcohol make delicious ritif accompaniment dessert,11,France,35,US,0.73280644,0.121752776,False
citrus and match stick aroma basic this feel plump and bit low energy generic flavor melon with peppery green note finish with low acidity,6,Chile,0,Argentina,0.7319697,0.26446223,False
this smell like ros cava should orange and puff smoke make the nose pulpy and citrusy the palate this deliver midlevel grapefruit and orange flavor before fall off some the finish,32,Spain,6,Chile,0.7317413,0.2452819,False
there slight cobbler like character the nose this wine with mealy scent peach bubble gum banana and strawberry the palate more linear with pronounce line acidity and flavor green banana and orange citrus,11,France,6,Chile,0.73162043,0.16460222,False
tropical and slightly reduce this complex wine from the famous westside road site peachy and dripping caramel bake apple add the lush plush and richly robust palate which finish with balanced acidity and taste salty pretzel,35,US,13,Germany,0.73149145,0.2671416,False
easy fruity wine its attractive red cherry flavor bubble away soft tannin and light acidity very drinkable and not for age,11,France,27,Portugal,0.7310733,0.2675673,False
delicate note bramble and char accent sultry black cherry flavor this bold elegantly structured wine fresh cranberry acidity dazzle the midpalate lead long mineral ting finish,13,Germany,7,Croatia,0.7303262,0.2599652,False
this solid value wine would pair perfectly with pizza easy expression syrah the wine soft and silky with simple fruity layer blueberry and cherry,18,Italy,35,US,0.7302789,0.26727477,False
this fruit drive medium bodied ros perennially worthy addition the cooler poolside staple hint peach and raspberry ripe but restrain with just enough thirst quenching acidity the finish,11,France,27,Portugal,0.72761357,0.1746123,False
mineral firm wine although the same time have plenty black plum fruit surround the core dark tannin the result wine one that manage combine the structure cahor while bring out fruity character,11,France,27,Portugal,0.7274682,0.26627958,False
technically proficient and show certain amount style this focused cabernet with tart tangy cassis and berry flavor the barrel regimen add bit toast and mocha the finish,35,US,25,New Zealand,0.7271681,0.26720065,False
there stalky baked angle the nose this full bodied heavily oake chardonnay the palate the nose suggest heavy and rich with candy creamy banana and bake apple flavor ripe and oily the finish,0,Argentina,6,Chile,0.72705996,0.26249313,False
sweet tart raspberry and cranberry aroma lift and spry this fresh aromatic pinot noir the palate markedly riper and rich boasting dark cherry and berry flavor and heady spice tone that linger tannin bit craggy and bitter but finely grain,35,US,13,Germany,0.72669375,0.26984823,False
not wine for drink now anytime soon hard tannin basically lock down the palate and the astringency seem accentuate the acidity and dryness however there deep core blackberry essence and after all this montelena all indication that will terrific wine another year,35,US,11,France,0.72611856,0.20091319,False
name after winemaker sebastian beaumont sister ariane this bordeaux blend fresh fruity still allow room for structure embrace black cherry flavor dominate but the wood and tannin never far away,31,South Africa,35,US,0.7258285,4.769351e-05,False
char heavily smoke nose shade dark fruit aroma this plump juicy and solid the palate with roasted toasty oaky flavor earthy plum and berry fruit addition this carry briny saline quality medium long finish bold before dissipate,32,Spain,6,Chile,0.7257496,0.26490685,False
medley ripe raspberry cherry chocolate cola wet earth bake spice and herb all play together this medium bodied wine silky tannin and slippery texture harmonize the palate with final herbaceous note that linger drink now 2020,25,New Zealand,1,Australia,0.7250817,0.043587584,False
this open with blast resiny oak but air calm thing down and ultimately the bouquet round and full with mix wood vanilla and tropical fruit aroma this chalky minerally and full feel accent apple pear melon and spice flavor leftover oak and savory spice flavor dominate the finish,6,Chile,0,Argentina,0.72488815,0.2674086,False
one the many inexpensive wine from alian alabastro have earthy feel chunky and fruity the same time also have richness perfume tannin and attractive spicy acidity,27,Portugal,11,France,0.7247998,0.2751081,False
this stylish and smooth front with tobacco graphite cedar and herbal note the bouquet the mouthfeel bit jammy and chewy with chocolate licorice mocha and blackberry flavor mild creamy finish chug along with coffee note and ripe black fruit flavor drink now through 2017,32,Spain,6,Chile,0.72458047,0.02144253,False
dusty bramble aromas outshine delicate blossom note this zesty medium bodied sauvignon blanc white grapefruit and herb tone brighten the midpalate while not persistent its brisk finish refresh,35,US,25,New Zealand,0.72429466,0.23860666,False
smell simple with vague note citrus fruit but just the opposite the mouth take control the palate with big oaky flavor citrus jam wood and lot peppery spice and finish rather sweet bit over the top,35,US,25,New Zealand,0.72423774,0.019138552,False
the steeply terrace vineyard that produce pluris have single row vine each terrace get maximum exposure the result wine intensely peppery with flavor white fig and spice and long soft aftertaste,2,Austria,35,US,0.72417563,0.025874237,False
spicy bretty and leathery this type wine represent ribera traditional trick light air only help show its good attribute which revolve around meaty black fruit and herbal accent chewy sort tannic and finish with flavor moss and jerky good for near term consumption,32,Spain,0,Argentina,0.7237398,0.27233258,False
this rich round toasty and chocolaty and instantly accessible and mouth fill the forward fruit and barrel flavor coat the tongue with note cherry and chocolate drink soon while the flavor remain fresh and balanced,35,US,11,France,0.7237128,0.27315983,False
big and ripe with cola root beer and berry aroma along with rich oak the palate high wire act bright red fruit combine with thick milk chocolate and malt the tannin and acidity allow the wine aggressive maybe too much give that the fruit somewhat tart and prickly,6,Chile,32,Spain,0.7223875,0.0151765365,False
this chateau that get well and well this 2009 pack with sweet fruit impressive tannin and complex dark structure fruity yet powerful for good aging,11,France,27,Portugal,0.7223673,0.13962363,False
this rare library release from jamesport another great testament how age worthy long island wine can year age remarkably fresh with crisp red cherry and plum flavor layer with shade clay savory herb and brine lively with acidity powerful the palate but elegant style,35,US,11,France,0.7222899,0.011157339,False
smoky but very ripe note comice pear mingle with the honeyed spice gingerbread the nose this wine the palate counter this aromatic richness with steely concentrated core fresh citrus with apple and quince note offer great play off richness and utter precision for wonderful expression 2014 this wine sure develop drink 2016 2025,11,France,2,Austria,0.722234,0.27754673,False
staunch cherry and grape aroma indicative what the wine will give the palate push ahead with plum and cherry flavor but the fruit isn overly develop and the mouthfeel more tight and sheer than cushioned and rich zesty and firm the finish which par for this course,0,Argentina,32,Spain,0.7219725,0.0006979955,False
this wine emphasize some the tough element the pinotage aroma flavor profile with lot barnyard earth and leather the light cherry fruit struggle balance with the rustic note,31,South Africa,35,US,0.7215319,5.919724e-06,False
great return excellent honest taste fruit drive wine that have very good balance appetizing texture thank fine grain tannin and light spicy element complement the pure cherry and berry core the kind wine that doesn get tiring and will ideal stock,35,US,11,France,0.71859974,0.20425548,False
taut and zesty lip smacking and dry this riesling successful combination grapefruit and lemon zest and flesh the dry finish make the lemony quality this dry wine even more appealing serve this hot day,11,France,1,Australia,0.7184868,0.03092465,False
smooth and unctuous texture this have dense black fruit that edge toward dryness from the tannin dark chocolate and licorice note lend bitter edge rich and modern style this should age over the next year,11,France,2,Austria,0.71776646,0.2794014,False
this start out savory and smoky the nose but with air turn murky the palate tight structure with red fruit acidity flavor cherry raspberry and oaky vanilla turn roasted and stalky this unwind fresh feeling finish,32,Spain,0,Argentina,0.71676105,0.13358267,False
straightforward raspberry and strawberry fruit aroma hit you first follow accent bramble and soft peppery spice juicy and vibrant the mouth with easy structure and crisp finish drink now,31,South Africa,17,Israel,0.7166974,0.14734812,False
ripe red fruit warm soft texture finely balanced wine that hit all the button with its fruity character touch spice and fresh acidity finish,11,France,27,Portugal,0.7165821,0.28340873,False
earthy leafy red fruit aroma bit rustic and burn smell this solid chunky pinot have spicy oak lead slightly cook but good berry flavor woody somewhat hot finish somewhat generic,6,Chile,32,Spain,0.71656436,0.017691359,False
from vineyard situate forest area northern tejo come this structured version merlot ripe and rich with black fruit well dark tannin and firm concentration could benefit from further aging drink from 2018,27,Portugal,11,France,0.7164272,0.28354532,False
clean fresh stony aroma basic but good round palate benefit from citric kick while this taste mixed tropical fruit back skin base bitterness,0,Argentina,6,Chile,0.71556795,9.869629e-05,False
aroma dry strawberry and cherry preserve brighten note toasted oak and dry herb this wine the palate crisp and youthful with red cherry flavor and slightly bitter edge that add depth and dimension soft chalky tannin linger the warming finish,13,Germany,35,US,0.7147182,0.09763911,False
with aroma warm earth cedar tobacco and meaty black fruit this cover the basic ribera feel plump round and maybe bit flat with rich ripe blackberry prune and spice flavor harmonious and full bodied the finish,32,Spain,6,Chile,0.71396583,0.031146856,False
not overdone overripe here rich chard that boast fresh peach and red apple note with note tropical fruit acidity clean and solid with medium mouthfeel easy drinking choice that perfect for company,11,France,17,Israel,0.71322465,0.089445144,False
overtly herbal the nose green peppercorn anise and tarragon mask aromas underripe mixed berry there decent weight this wine smooth and almost thick yet the red berry palate overtake geranium and green stem flavor,35,US,32,Spain,0.71253604,0.24574016,False
get hand trivento concha toro argentine operation their wine consistent from year year once again the select chardonnay feature smooth buttery nose and well oaked but healthy palate woody for sure but there lemony balance wouldn call this stately great but get the job,0,Argentina,17,Israel,0.71241456,0.023886058,False
smooth round and soft this have open character with intense ripe yellow fruit that lift pineapple and lime like acidity give another year for the fruit fully open,11,France,27,Portugal,0.71237713,0.28512278,False
corn chip and lightly oxidize stone fruit and apple aroma arrive prior crisp whole palate direct flavor apple herb and white pepper don mess around while this taste citrus peel and relate pith finish that tight drum,32,Spain,6,Chile,0.7123564,0.280296,False
dark dry and full bodied malbec should with blackberry currant and dark chocolate flavor lusty wine but little sharp through the finish drink now,35,US,0,Argentina,0.71229506,0.24436767,False
aromas white flower jasmine and lemon pith give way pleasant acidity the mouth there flavor green apple lemon curd and pear the medium length finish,28,Romania,4,Bulgaria,0.7121554,0.00017624063,False
this lovely new york ros with its lemon strawberry and spice nose and its rounded but fresh fruit flavor clean but with complexity sip that can handle rich dish think oyster poultry,35,US,14,Greece,0.7121324,0.005510978,False
touch sharp with prominent acidity and soft tannin the mouth tart dry cherry raspberry and plum fill palate with clean medium length finish seal the experience drink now,31,South Africa,4,Bulgaria,0.7113588,0.0034719561,False
very much baby this one big bold burly cab merlot syrah blend that fill the brim with extract plum fruit bitter chocolate and earth take long time the glass for lose its youthful funky aromatic and the palate thing still bit scatter but due time thing will settle and integrate,18,Italy,35,US,0.71112704,6.632687e-05,False
this wine have vibrant aroma lemon lime and wet stone with hint lightly butter popcorn flavor pineapple lemon and yellow apple unfold the palate hit dusting oaky spice the crisp texture boast subtle viscosity lead into butterscotch accent finish,35,US,31,South Africa,0.70928746,0.104727544,False
fragrance peach and grapefruit set the scene for flavor white peach and lemon peel with soft touch menthol and tangerine rind finish this wine smooth the palate with nice combination creaminess and lemon fresh acidity,17,Israel,9,Czech Republic,0.7092629,0.0020415238,False
this stony savory style ros with its ample weight back firm acid and only modest melon fruit style well suit food than casual sip its own,11,France,25,New Zealand,0.70916104,0.23786218,False
pretty aroma blueberry and raspberry adorn the nose lead into palate mixed berry and chocolate this wine which the medium full bodied category have silky mouthfeel end fine dusting cocoa powder,1,Australia,35,US,0.7090325,0.28253552,False
josh klapper make six barrel this wine from coveted old vine bien nacido vineyard the result exciting focused expression minerality with wet cement prominent the nose alongside black cherry alpine strawberry and touch vanilla dust light and lithe mouthfeel yet still pack with ton flavor the old vine unleash cranberry pomegranate orange rind thyme bay leaf and eucalyptus flavor,35,US,17,Israel,0.7090086,0.2894991,False
very light body color and aroma the nose punchy and bit sharp and the palate which offer crisp brace acid highlight zesty lean nectarine and tangerine flavor quite linear and citric but experience with this wine say show well with food,32,Spain,35,US,0.7087578,0.20774809,False
mineral tone reverberate through this delicate light footed kabinett sweet with sun ripen peach and apricot flavor but ever dainty the palate with refreshingly tart tangerine acidity drink now for its fresh revitalizing feel with spicy thai vietnamese fare,13,Germany,35,US,0.70861566,0.2885447,False
this delicious wine smell very fresh like put your nose into fruit salad taste more dry like lemon and crisp apple medium body offer good acidity and appetizing balance,35,US,11,France,0.70854056,0.24664733,False
make from 100 vranec this wine have aroma sour cherry black plum and black pepper full bodied with flavor tart cherry blackberry and leather,21,Macedonia,15,Hungary,0.7076189,0.032291807,False
terrale translate product the earth and that about all one can say about this wine the grape use catarrato white variety indigenous sicily and the ubiquitous trebbiano light apple nose start off and the structure good with adequate acid however the finish short and lack flavor,18,Italy,0,Argentina,0.70745116,0.0075956574,False
start off with toast almond pear and citrus aroma evolve into pear and orange the mouth this medium weight chard nice drink that finish with some slightly aggressive wood and trace grapefruit,25,New Zealand,1,Australia,0.7071715,0.19768953,False
this elqui syrah top with resiny oak aroma that emphasize clove and nutmeg big full bodied sticky and tannic this barrel heavy wine taste charred toasty and burn with chocolate and campfire note the finish,6,Chile,32,Spain,0.7063519,0.29071292,False
exuberant the nose with aroma ripe red cherry peppery spice herb and just touch funky earth tone there pleasurable rusticity this cabernet franc boldly structure with rich body and dense dry tannin that hug the finish lovely now but should continue evolve well over the next year,35,US,11,France,0.7058804,0.28992462,False
impressive wine that present full bouquet with bready leesy toasty aroma and intriguing lemon and caramel hint the palate sport attractive fruit and spice flavor that both complex and lovely challenge define there long full finish this top notch american sparkler,35,US,32,Spain,0.7057616,0.009308783,False
while this chardonnay tropical and sweet whole also honest reflection casablanca aroma honeyed apple toast and peach friendly while the palate feel round and resiny with solid core acidity apple sweet melon honey and toast flavor precede finish where oak rise and vie with residual tropical note,6,Chile,0,Argentina,0.7052932,0.28073052,False
feature attractive aroma chocolate prune leather and soy sauce that fairly complex and mature the flavor similar with touch earth and black cherry drink now,11,France,32,Spain,0.70520335,0.0055780904,False
intensely aromatic with note blackberry bramble and granite this rich lavishly oaked pinot noir with heft and power bit woody now but year the cellar should bring out its floral mineral quality,13,Germany,35,US,0.70517397,0.2713713,False
make from organic grape horse plow pinot gris earthy and austere with finely hone acidity and lovely hint apricot very balanced dry tremendous version this white wine,35,US,11,France,0.70418155,0.27798855,False
restrained and powdery nose yellow plum and ripe red apple hint the ripeness which fully express the broad palate the mineral length promise still tight the wine need time come into its full aromatic own drink from 2016,2,Austria,11,France,0.7040541,0.2932959,False
apple and citrus scent mark the nose and then the wine add mineral note crush vitamin the palate plump and medium body with crisp citrusy minerally finish that would well alongside asian dish without too much sweetness spice,13,Germany,1,Australia,0.703984,0.22645228,False
the clean cut subtle nose pinot blanc display here with faint note apple and citrus plus echo grassiness the palate one clear bright lemony freshness the body light and subtle drink soon,2,Austria,11,France,0.7037976,0.2958871,False
the price this 100 cabernet sauvignon premium but assure excellent wine just not necessarily one for drink now since the tannin need time soften judge the intense core blackberry and cassis well the overall balance wine that will age for long time drink 2018 2026 but could possibly age even long,35,US,11,France,0.70374507,0.28152084,False
from the color unusually dark for pinot noir the deeply fruity earthy aroma you expect something big massive and ageworthy and the first sip confirm this impression this serious pinot come across deep and powerful the mouth suggest plum sweet blackberry and hint sun warm tomato and finish with blast complex oak and spice complex now call for complex dish the good game bird you can find and will probably even well with some time the cellar,35,US,6,Chile,0.70372796,0.23476498,False
nicely balanced red not the rich deep wine out there but offer plenty red plum and raspberry flavor frame vanilla scented oak reasonably long the finish too where the wine pick attractive cedary accent,1,Australia,11,France,0.7036436,0.2708768,False
for wine offer pretty good red berry aroma along with decent mouthfeel and proper acidity the palate pop with red plum and raspberry flavor along with mild stalky brambly note that more the background than front not overwhelming but doesn disappoint,0,Argentina,32,Spain,0.703565,0.0035170282,False
little hard get past the cooked fruit nuance that hit the nose powerful and determined manner dark inky concentration follow jammy cherry sweet jam with touch smoked bacon,18,Italy,35,US,0.7033114,0.27107036,False
fan full bodied red should like this cabernet merlot blend for its pure berry and mint aroma its ruby luster and dry clean raspberry and chocolate flavor there full tannin now indicate that will age well for about five year maybe more and finish nicely,18,Italy,6,Chile,0.70309716,0.0013305264,False
all roessler 2007 pinot this the only one that overripe strike you with porty aroma impression confirm when you taste the raisiny flavor ready now,35,US,25,New Zealand,0.70276356,0.00520269,False
exotic pineapple lime and tangerine scent combine with note slate and wet stone this lovely riesling quite dry but feel lush the palate with sweet grapefruit softness finish long and minerally,35,US,13,Germany,0.7024605,0.27505082,False
smell this wine like enter spice box saffron cumin cardamom and cinnamon all put minute appearance but the real protagonist the wood which still need few year integrate and the plump chocolate cover cherry you get the mouth thickly extract wine with tight tannin drink after 2010,18,Italy,35,US,0.7021648,0.10980485,False
dry and steely focus yet ebulliently fruity and floral the nose and palate there much dimension this fantastic riesle intensely ripe stonefruit flavor leave irresistible glycerine slick the palate but finish clean with shower crushed stone minerality and steel,13,Germany,11,France,0.7020168,0.26288983,False
the offbeat savory nose certainly complex and the flavor follow similar vein show hint onion and soft ripened cheese light body with touch residual sugar and short finish,1,Australia,35,US,0.70159125,0.08424142,False
fruity berry take jammy fullness the palate this supremely ripe wine dot leather vanilla and cinnamon its finish touch rough,35,US,32,Spain,0.7014759,0.15637468,False
this simple fruity wine balance and with red berry fruit have soft tannin and line attractive acidity and ready drink,27,Portugal,11,France,0.7014606,0.2983928,False
lemon and apple lend shape this clean and uncomplicated white that boast little spice the midpalate,2,Austria,35,US,0.70120907,0.016239688,False
elegant black currant clove and leather appear the nose this well price blend from san diego base winery found millennial marketing wiz dylan steeve dry black cherry and licorice show the slightly leathery palate,35,US,18,Italy,0.70078194,0.29266238,False
show the rustic edge that sometimes characterize wine from listrac this still offer smooth new wood and tight blackberry fruit flavor still develop with the wood probably too prominent,11,France,27,Portugal,0.7002486,0.29939795,False
this wine have light citrus aroma and flavor grapefruit tangerine and yellow peach pleasant fruit sweetness mark the finish,28,Romania,35,US,0.69962126,0.00048251584,False
the nose this wine restrain just give away pear and citrus but the dry palate concentrate and spice with almond and marzipan ample tone from mouthwatering acidity will make this huge winner any table have great poise and balance,11,France,18,Italy,0.69953847,0.23682725,False
fade bit the rim but treat know that mature release like this the market age have mellow its tannin silky smoothness while the aroma and flavor resemble thyme blossom cherry and leather hint herbal tea and mocha linger elegantly the finish drink now 2022,11,France,1,Australia,0.69894373,0.08252184,False
solid effort show plenty fruit strawberry and cherry and some slightly floral element touch the full side balance sense minerality but finish little short,11,France,1,Australia,0.69746405,0.021973774,False
pale simply fruity ros with scent citrus and crush vitamin this light medium body and only moderately intense its flavor hint berry orangey citrus and chocolate the finish,11,France,1,Australia,0.69654495,0.19037113,False
this five grape bordeaux style blend more than half merlot fragrant and forward both aroma and flavor broadly display across the palate with pretty cherry fruit steely tannin and light hint nut skin cacao and dry earth the complexity and balance impressive drink 2015 2030,5,Canada,35,US,0.6963394,0.29954085,False
with solid peach aroma and otherwise clean nose this llama worth the ride peach and honeydew flavor sweet but not cloy mucky and there even hint spicy white pepper give the finish character,0,Argentina,2,Austria,0.69612235,1.7119356e-06,False
mildly stemmy and rubbery the nose then grabby and chalky the palate with herbal jumbled red fruit and earthy flavor dry short and juicy the finish which solid and average length,0,Argentina,6,Chile,0.6960791,0.30331764,False
smooth soft cream fruit and fresh acidity combine easily here this purely fruity wine lightly aromatic buoyant wine that ready drink now screwcap,2,Austria,27,Portugal,0.6959045,0.2905041,False
medicinal rubbery oaky berry aroma ripe leyda pinot noir standard this full body and offer much need grip and structure beefy maximum ripe flavor cherry and plum finish earthy leathery and touch salty,6,Chile,0,Argentina,0.6953949,0.29075223,False
tropically fruity and plump with some banana and custard aroma and flavor also some tapioca and vanilla finish with refreshing citrus edge,18,Italy,1,Australia,0.6953806,0.0015912456,False
this wine both reduce and dilute with astringency bite its heel may simply underripe,35,US,5,Canada,0.694159,0.3049352,False
soft black raspberry and cherry note struggle for expression the nose light and easy the mouth the wine balance but lack bit heft and structure,31,South Africa,35,US,0.6939839,0.003812351,False
brisk red apple flavor govern nose and the crisp palate lemon backbone freshness brighten everything the finish clean and appetizing,11,France,10,England,0.6937512,0.27849942,False
ripe fruit suggest wine that soft juicy and unlikely age for long have red berry flavor attractive tannin and fine finishing acidity,11,France,27,Portugal,0.69373655,0.30611122,False
aroma candy red apple and spice follow lightly astringent palate back gritty tannin,35,US,32,Spain,0.6937229,0.25105566,False
deep garnet the glass this wine offer tight nose black cherry before fill the mouth with flavor blackberry cherry dark chocolate and lavender soft tannin that slow make their presence know persist into the bright cherry finish,12,Georgia,17,Israel,0.6936427,0.30191255,False
this moldovan white offer value and great bang for the buck with its fresh fragrant nose and fun assertive flavor buoy minerality the citrus and spice the palate offer clean quenching hot day not terribly elegant but doesn need,23,Moldova,14,Greece,0.6923674,9.522121e-05,False
hello alcohol and black cherry liqueur nicely make and compelling syrah this although the alcohol intense the wine have mighty tannin and very fruity with add note black licorice the peppery finish will make you want more,35,US,18,Italy,0.69229,0.29963455,False
powerful note tobacco leaf and cure spice lead the bouquet this value wine with backbone cassis black cherry and plum medium tannin offer grip and texture the palate while coffee and toast oak flavor flood the finish,31,South Africa,17,Israel,0.6919688,0.08779858,False
the wine rich accent tropical fruit flavor well concentrated acidity its spice and tangy character part the wine intensity this superripe wine still the young side and will well from 2018,11,France,27,Portugal,0.69059986,0.30936182,False
the wine rich accent tropical fruit flavor well concentrated acidity its spice and tangy character part the wine intensity this superripe wine still the young side and will well from 2018,11,France,27,Portugal,0.69059986,0.30936182,False
spanish broom yellow stone fruit and citrus aroma take shape the glass lively acidity carry juicy nectarine intense lemon thyme pineapple and mediterranean herb flavor into the round juicy finish,18,Italy,17,Israel,0.6903493,0.04383948,False
this highly aromatic sauvignon blanc dish out load pretty white peach and yellow cherry flavor back bristling streak acidity vibrant yet satisfyingly full bodied wine with pristine grapefruit finish drink now through 2020,35,US,13,Germany,0.6900422,0.2786191,False
the spectrum varietal aroma here saline olive forest floor tea and red and black fruit weighty and round the mouth with good feel and full blackberry flavor support creamy oak and vanilla juicy and red enough the finish where pop acidity register,6,Chile,0,Argentina,0.68985486,0.041749306,False
one the library release from nikolaihof this have become light elegant wine that walk tightrope between freshness and mature smoke and toast flavor smooth almond and spice apple beautifully ready drink,2,Austria,11,France,0.6890266,0.001731414,False
restrained lemon and apple aroma accent bramble this crisp light body riesle delicate concentration but its brace lemon lime acidity refreshe drink now through 2018,35,US,13,Germany,0.6889831,0.30986106,False
concentrate the hilt with molten black fruit coconut and mint aroma the palate drive tannic pure and feature dynamite flavor black fruit bitter chocolate and spice cake beautiful and big but also show elegance and restraint drinkable now but will age well for another seven year more,32,Spain,6,Chile,0.6878336,0.2673129,False
grifalco offer light and elegant style with load spice and black fruit flavor the wine easy and approachable overall with fresh fruit note that chime the close,18,Italy,31,South Africa,0.68780786,0.18545963,False
silky and plush this textural harmony one the character that define margaret river cabernet ample cassis and plum note sweet and pick savory nuance while subtle hint tomato leaf and red bell pepper add complexity without distractingly vegetal drink now 2030,1,Australia,25,New Zealand,0.68715554,0.31256974,False
make from old vine this ripe and firm wine young and still develop have black fruit that lift the juicy concentrated acidity structure spice pepper and generous full palate all point some age drink from 2017,27,Portugal,11,France,0.68711865,0.31271708,False
big brood wine the fruit ripe and dense richness surround structure give sumptuous layer the dusty tannin flavor currant spice and juicy berry flow through the wine give power and suavity the freshness 2006 show the finish this important wine,11,France,27,Portugal,0.6868709,0.31300777,False
somewhat strange nose overripe mash red plum and cherry with strong herbal piney core more the same the medium weight mouth along with nuance soft strawberry solid finish drink now,11,France,17,Israel,0.686835,0.006655065,False
initially this smell horsey minty and not entirely clean clear full chunky but clumsy palate home dark toasty flavor clove and spice while fruit note secondary barrel drive mint spice and clove flavor dominate the finish,32,Spain,6,Chile,0.6866386,0.011401861,False
dry leafy spicy aroma have perfumed accent pushy forward feel palate house similar oaky flavor cherry the finish turn woody with resiny flavor and draw tannin,0,Argentina,6,Chile,0.6861524,0.22123495,False
this wine could the poster boy for australian chardonnay the nectarine and peach aroma and flavor coddle touch vanilla and the entire package soft juicy and easy drink nothing fancy just yummy weekday wine,1,Australia,35,US,0.68579894,0.0005812204,False
there such thing smoke raspberry any event that not far off what this wine smell like mouthfille with berry and cassis flavor and softly dusty tannin the finish that suggest ample ripeness drink now 2020,11,France,35,US,0.6855463,0.0011298591,False
saline and mineral tone accent fresh apple pear and lemon this zippy invigorate sparkle wine make chardonnay base traditional method style its delicate tillance and whiff caramelize sugar and brioche entice,35,US,13,Germany,0.68537146,0.31401387,False
aragon tempranillo and tinta roriz the source this smooth rich wine that show great elegance despite its high alcohol have concentration very dense fruit flavor and gorgeous ripe finish,27,Portugal,35,US,0.68524957,0.26789418,False
little weedy despite lot flashy oak the pineapple and peach have note dry dill and thyme and the finish dry and crisp nice with broiled halibut thyme butter sauce,35,US,1,Australia,0.68490326,0.31214687,False
make from fruit that source from the aco mountain the east bairrada this wine rich and elegant and its juicy fruit provide counterbalance the structure with its youthful fruitiness this worth age for another year,27,Portugal,11,France,0.6845661,0.31539854,False
initially this wine smooth and creamy texture open show cool crisp character with white apple fruit and layer spice from wood age elegant wine very balanced already but likely age for several year drink now and until 2020,27,Portugal,11,France,0.6842544,0.31574357,False
this easygoing mouthfillng and fruity wine that plump with blackberry and cherry flavor have soft texture despite high octane and very little tannin,35,US,11,France,0.68420905,0.30123258,False
you find wild red berry coconut leather dark spice and balsamic note the nose this wine they infuse the palate accent its espresso like flavor full bodied with backbone close grain tannin that give the finish grip drink 2019 2027,18,Italy,12,Georgia,0.6836555,0.031003078,False
attractive aroma gardenia lemon lime soda and lychee fruit set full foamy sugar enrich palate with acidic cut quick easy flavor green melon and lychee last the finish you like spark moscato this your type wine,3,Brazil,6,Chile,0.682928,0.015969373,False
schist soil characteristic the muscadet vre maine region give texture wine such this with its tight mineral character and great freshness this complex densely structured wine pack with very crisp fruit and lively acidity this the perfect wine for muscadet natural partner shellfish,11,France,27,Portugal,0.6829272,0.31665143,False
bit leather and barnyard mark this cabernet sauvignon nose but not mask the plum and black cherry note the finish layer with dark chocolate and espresso flavor,35,US,18,Italy,0.6821207,0.21996258,False
touch the veggie particularly asparagus and bell pepper mix with citrus this fuller bodied white while isn exactly heavyweight the ample body weigh down low than average acidity the back end the long persistent finish adequate but the green element that present front come back force,35,US,11,France,0.6818675,0.14955293,False
toasty and oily smell with baked apple aroma for fruit the palate medium intensity and round with standard peach and apple flavor finish soft sweet and tiny bit mealy drink soon,6,Chile,32,Spain,0.681704,0.31150958,False
rooty spicy and bake the nose with aroma that lean towards raisin the palate more gritty and acidic with raisin cola and spice flavor darken the finish which long and peppery with adequate juiciness and final note tomato,32,Spain,6,Chile,0.68155754,0.029659767,False
deep penetrate sour cherry and raspberry flavor balance against brisk blood orange acidity this dry pinot noir ros full bodied and slightly silky the palate satisfyingly mouthfilling but invigorate wine enjoy now through the fall month,35,US,13,Germany,0.68155557,0.31828374,False
cool aroma cola roasted berry and leather also lightly floral with violet hint the palate this single vineyard menc vital but meaty with dark earthy toasty black fruit flavor chewy finish offer robust pepper and chocolate note accent leftover berry flavor drink through 2019,32,Spain,0,Argentina,0.6814966,0.31537652,False
red berry aroma once jammy well sharp the mouth this chunky but also choppy intense flavor berry fruit come with cherry note while the finish earthy flavor with some roughness the last tannin,0,Argentina,32,Spain,0.6807403,0.000721657,False
inky black cherry and plum add lushness this tight taut petit verdot crisp and medium body style elegantly frame fringe firm velvety tannin drink now through 2020,35,US,13,Germany,0.6800613,0.2251793,False
this lively white floral honeysuckle aroma while creamy rounded layer apricot play the full bodied palate spicy nutmeg chaser close thing out well balanced and accessible this ready drink now,35,US,11,France,0.6790376,0.022930281,False
red fruit suck candy and milk chocolate cover the bouquet but the palate sharp and raw with spiky semisour raspberry and cherry flavor there isn much this wine sharp edgy elastic and lean the plus side clean,32,Spain,35,US,0.67845166,0.04605367,False
bouquet dark red fruit and heavy cedar accent open this even well balanced offering look and taste mature the dry cherry chocolate flavor forward and close with handsome tobacco and cedar note appeal and ready drink now 2004,35,US,0,Argentina,0.6781956,0.023314286,False
light and lively this pinot noir base wine have subtle but delicious fresh and tangy cherry and raspberry flavor that unfold the palate,35,US,27,Portugal,0.67818934,0.020963093,False
